Зарплата,ДМС,Обучение,Фитнес,Ссылка,Работодатель
70000,,1,,https://hh.ru/vacancy/111845585,AXIOMA
70000,,,,https://hh.ru/vacancy/112424769,Бронируй Онлайн
81000,,,,https://hh.ru/vacancy/112644160,ООО Вайтлист
